title,url,field,source_file,possibly_broken
Ghetto Film School NYC Fellows Program,https://ghettofilm.org,url,comprehensive-batch-opportunities.json,NO
Girls Who Code: Summer Immersion & Pathways,https://girlswhocode.com,url,comprehensive-batch-opportunities.json,NO
Girls Write Now,https://girlswritenow.org,url,comprehensive-batch-opportunities.json,NO
GO Project,https://www.goprojectnyc.org,url,comprehensive-batch-opportunities.json,NO
Good Shepherd Services After-School and Summer Camps,https://www.goodshepherds.org,url,comprehensive-batch-opportunities.json,NO
Harlem Educational Activities Fund (HEAF),https://heaf.org,url,comprehensive-batch-opportunities.json,NO
Harlem Grown,https://Weekends,url,comprehensive-batch-opportunities.json,YES
HIRES: High School Remote Sensing & Earth Science Program,https://www.ccny.cuny.edu,url,comprehensive-batch-opportunities.json,NO
HK Maker Lab @ Columbia University,https://www.engineering.columbia.edu,url,comprehensive-batch-opportunities.json,NO
Hood Code,https://hoodcode.org,url,comprehensive-batch-opportunities.json,NO
HOPP Summer Student Program at MSK,https://www.mskcc.org,url,comprehensive-batch-opportunities.json,NO
Horizons NYC,https://horizonsnyc.org,url,comprehensive-batch-opportunities.json,NO
Irondale Ensemble Project Youth and Teens Programs,https://irondale.org,url,comprehensive-batch-opportunities.json,NO
Kids on Stage with the New York Pops,https://newyorkpops.org,url,comprehensive-batch-opportunities.json,NO
LEDA Scholars Program,https://ledascholars.org,url,comprehensive-batch-opportunities.json,NO
Legal Outreach: Summer Law Institute,https://legaloutreach.org,url,comprehensive-batch-opportunities.json,NO
Let's Get Ready College Prep Program,https://letsgetready.org,url,comprehensive-batch-opportunities.json,NO
Liberty LEADS Program,https://www.bankstreet.edu,url,comprehensive-batch-opportunities.json,NO
Manhattan District Attorney’s Office High School Internship,https://www.manhattanda.org,url,comprehensive-batch-opportunities.json,NO
Manhattan Educational Opportunity Center,https://www.meoc.cuny.edu,url,comprehensive-batch-opportunities.json,NO
Manhattan-Staten Island Health Internship Program (SHIP),https://www.nychealthinternships.org,url,comprehensive-batch-opportunities.json,NO
Math and Science for Minority Students (MS)2,https://www.andover.edu,url,comprehensive-batch-opportunities.json,NO
Math-M-Addicts Program,https://mathmaddicts.org,url,comprehensive-batch-opportunities.json,NO
Metropolitan Museum of Art High School Internships,https://www.metmuseum.org,url,comprehensive-batch-opportunities.json,NO
MITES at MIT,https://mites.mit.edu,url,comprehensive-batch-opportunities.json,NO
MoMath Integers: High School Volunteer Program,https://momath.org,url,comprehensive-batch-opportunities.json,NO
Monroe College: Jumpstart Program,https://www.monroecollege.edu,url,comprehensive-batch-opportunities.json,NO
Mont Lawn Summer Camp,https://www.nycommonpantry.org,url,comprehensive-batch-opportunities.json,NO
Museum of Jewish Heritage: High School Apprenticeship Program,https://mjhnyc.org,url,comprehensive-batch-opportunities.json,NO
NASA Goddard High School Internship Program,https://www.nasa.gov,url,comprehensive-batch-opportunities.json,NO
New Settlement: Arts & Leadership program for Girls,https://newsettlement.org,url,comprehensive-batch-opportunities.json,NO
New York Bioforce,https://www.rockefeller.edu,url,comprehensive-batch-opportunities.json,NO
New York Junior Tennis & Learning Programs,https://nyjtl.org,url,comprehensive-batch-opportunities.json,NO
Notre Dame Leadership Seminar,https://precollege.nd.edu,url,comprehensive-batch-opportunities.json,NO
NY History | Tech Scholars: Web Design,https://www.nyhistory.org,url,comprehensive-batch-opportunities.json,NO
NYC FIRST STEM Centers and Robotics Programs,https://www.nycfirst.org,url,comprehensive-batch-opportunities.json,NO
NYPL After School,https://www.nypl.org,url,comprehensive-batch-opportunities.json,NO
NYSCI at Home with New York Hall of Science,https://nysci.org,url,comprehensive-batch-opportunities.json,NO
NYU Urban Journalism Workshop,https://journalism.nyu.edu,url,comprehensive-batch-opportunities.json,NO
NYU Visionary Studio Workshop,https://steinhardt.nyu.edu,url,comprehensive-batch-opportunities.json,NO
Octavia Project Summer Camp,https://octaviaproject.org,url,comprehensive-batch-opportunities.json,NO
Oliver Scholars Program,https://www.oliverscholars.org,url,comprehensive-batch-opportunities.json,NO
Opportunities for a Better Tomorrow (OBT),https://obtjobs.org,url,comprehensive-batch-opportunities.json,NO
Opportunity Music Project,https://www.opportunitymusicproject.org,url,comprehensive-batch-opportunities.json,NO
Police Athletic League (PAL) Youth Programs,https://www.palnyc.org,url,comprehensive-batch-opportunities.json,NO
PowerPlay NYC: SuperSTARS Leadership Academy,https://powerplaynyc.org,url,comprehensive-batch-opportunities.json,NO
Prep for Prep,https://www.prepforprep.org,url,comprehensive-batch-opportunities.json,NO
Princeton University Summer Journalism Program,https://psjp.princeton.edu,url,comprehensive-batch-opportunities.json,NO
Project Art,https://www.projectart.org,url,comprehensive-batch-opportunities.json,NO
Project Rousseau,https://www.projectrousseau.org,url,comprehensive-batch-opportunities.json,NO
Randall's Island Park Alliance Summer Camp,https://randallsisland.org,url,comprehensive-batch-opportunities.json,NO
REACH Prep,https://www.reachprep.org,url,comprehensive-batch-opportunities.json,NO
Research Science Institute,https://www.cee.org,url,comprehensive-batch-opportunities.json,NO
RISE Environmentor Program,https://www.riserockaway.org,url,comprehensive-batch-opportunities.json,NO
Riseboro Community Partnership After School,https://www.riseboro.org,url,comprehensive-batch-opportunities.json,NO
Rocking the Boat: Rowing,https://Sports/Science,url,comprehensive-batch-opportunities.json,YES
Row New York,https://www.rownewyork.org,url,comprehensive-batch-opportunities.json,NO
S.T.E.M.ulating Minds by The Parris Foundation,https://theparrisfoundation.org,url,comprehensive-batch-opportunities.json,NO
Scholastic Art & Writing Awards @ the Alliance for Young Artists and Writers,https://www.artandwriting.org,url,comprehensive-batch-opportunities.json,NO
Science and Engineering Apprenticeship Program,https://www.usna.edu,url,comprehensive-batch-opportunities.json,NO
SculptureCenter Public Process Summer Program,https://sculpture-center.org,url,comprehensive-batch-opportunities.json,NO
Search 4 Researchers,https://search4researchers.weebly.com,url,comprehensive-batch-opportunities.json,NO
SEEK,https://www.nsbe.org,url,comprehensive-batch-opportunities.json,NO
Service in Schools Leadership Institute,https://www.schools.nyc.gov,url,comprehensive-batch-opportunities.json,NO
Sing for Hope Youth Chorus,https://www.singforhope.org,url,comprehensive-batch-opportunities.json,NO
Speak Truth to Power theatre program by The Robert F Kennedy Human Rights organization,https://rfkhumanrights.org,url,comprehensive-batch-opportunities.json,NO
Sponsors for Educational Opportunity,https://www.seo-usa.org,url,comprehensive-batch-opportunities.json,NO
State Pre-College Enrichment Program (S-PREP),https://www.cumc.columbia.edu,url,comprehensive-batch-opportunities.json,NO
Stella Adler: Summer Shakespeare,https://www.stellaadler.com,url,comprehensive-batch-opportunities.json,NO
STEM From Dance: Girls Rise Up,https://www.stemfromdance.org,url,comprehensive-batch-opportunities.json,NO
STEM Kids NYC Teen Science Cafe,https://www.facebook.com/stemkidsnyc,url,comprehensive-batch-opportunities.json,NO
StreetSquash,https://www.streetsquash.org,url,comprehensive-batch-opportunities.json,NO
Successful Women's Series hosted by Women's Access to Empowermwent Inc.,https://www.womenate.org,url,comprehensive-batch-opportunities.json,NO
Summer on the Hill (SOH) at Horace Mann,https://www.horacemann.org,url,comprehensive-batch-opportunities.json,NO
Teachoo: Learn Math,"https://Math, Science, Humanities, Academic Prep",url,comprehensive-batch-opportunities.json,YES
Tech Kids Unlimited: Free After School Workshops,https://www.techkidsunlimited.org,url,comprehensive-batch-opportunities.json,NO
Teen Programs at the Museum of Art and Design (MAD),https://madmuseum.org,url,comprehensive-batch-opportunities.json,NO
The Bella Abzug Leadership Institute (BALI),https://www.baliwomen.org,url,comprehensive-batch-opportunities.json,NO
The Boys’ Club of New York,https://bcny.org,url,comprehensive-batch-opportunities.json,NO
The John F. Kennedy Profile in Courage Essay Contest,https://www.jfklibrary.org,url,comprehensive-batch-opportunities.json,NO
The Junior Academy at The New York Academy of Sciences,https://www.nyas.org,url,comprehensive-batch-opportunities.json,NO
The Karim Kharbouch Coding Fellowship,https://www.foundationformoroccans.org,url,comprehensive-batch-opportunities.json,NO
The Lower Eastside Girls Club,https://www.girlsclub.org,url,comprehensive-batch-opportunities.json,NO
The National High School Essay Contest,https://www.afsa.org,url,comprehensive-batch-opportunities.json,NO
The Perry Initiative,https://perryinitiative.org,url,comprehensive-batch-opportunities.json,NO
THE POINT’s Arts and Advocacy Youth Development Program,https://thepoint.org,url,comprehensive-batch-opportunities.json,NO
The Saturday Program @ Cooper Union,https://cooper.edu,url,comprehensive-batch-opportunities.json,NO
The TEAK Fellowship,https://www.teakscholars.org,url,comprehensive-batch-opportunities.json,NO
The Wooster Group Summer Institute,https://thewoostergroup.org,url,comprehensive-batch-opportunities.json,NO
Thurgood Marshall Summer Law Internship Program,https://www.nycbar.org,url,comprehensive-batch-opportunities.json,NO
TIDES @ Brooklyn Bridge Park,https://www.brooklynbridgepark.org,url,comprehensive-batch-opportunities.json,NO
Upward Bound @ The Double Discovery Center,https://www.ddc.columbia.edu,url,comprehensive-batch-opportunities.json,NO
Urban Arts Game Academy (formerly School of Interactive Arts),https://urbanarts.org,url,comprehensive-batch-opportunities.json,NO
Urban Barcode Research Program,https://dnalc.cshl.edu,url,comprehensive-batch-opportunities.json,NO
Urban Word NYC Youth Programs,https://urbanwordnyc.org,url,comprehensive-batch-opportunities.json,NO
Weill Cornell Medicine High School Programs (2 programs),https://weill.cornell.edu,url,comprehensive-batch-opportunities.json,NO
Wingspan Arts Summer Conservatory,https://www.wingspanarts.org,url,comprehensive-batch-opportunities.json,NO
Woodland Ecology Research Mentorship at Wave Hill,https://www.wavehill.org,url,comprehensive-batch-opportunities.json,NO
Writopia: Write-to-Recognition (W2R) Program,https://www.writopialab.org,url,comprehensive-batch-opportunities.json,NO
YC Magazine Teens: Write for Us,https://ycteen.org,url,comprehensive-batch-opportunities.json,NO
Youth Action YouthBuild (YAYB),https://youthactionnyc.org,url,comprehensive-batch-opportunities.json,NO
Youth Art Connection–American Folk Art Museum,https://folkartmuseum.org,url,comprehensive-batch-opportunities.json,NO
Youth Food Advocates,https://www.schoolfoodnyc.org,url,comprehensive-batch-opportunities.json,NO
Youth Insights at the Whitney (4 programs),https://whitney.org,url,comprehensive-batch-opportunities.json,NO
YWCA of the City of New York - Girls Initiatives,https://ywcanyc.org,url,comprehensive-batch-opportunities.json,NO
MIT PRIMES,https://Year-long (starts January),url,comprehensive-batch-opportunities.json,YES
MITES & MOSTEC,https://Engineering/Science,url,comprehensive-batch-opportunities.json,YES
NASA SEES,https://Earth/Space Sciences,url,comprehensive-batch-opportunities.json,YES
Hutton Junior Fisheries,https://Free + $3,url,comprehensive-batch-opportunities.json,YES
NIST SHIP,https://Engineering/IT/Physics,url,comprehensive-batch-opportunities.json,YES
NIH HiSTEP,https://5 weeks (late June-July),url,comprehensive-batch-opportunities.json,YES
Navy SEAP,https://8 weeks (June-August),url,comprehensive-batch-opportunities.json,YES
MIT Beaver Works,https://4 weeks (July),url,comprehensive-batch-opportunities.json,YES
Girls Who Code SIP,https://Free,url,comprehensive-batch-opportunities.json,YES
LaunchX,https://Entrepreneurship,url,comprehensive-batch-opportunities.json,YES
Google Science Fair,https://Finals July,url,comprehensive-batch-opportunities.json,YES
Conrad Challenge,https://Aug-Oct registration,url,comprehensive-batch-opportunities.json,YES
Diamond Challenge,https://Jan submission,url,comprehensive-batch-opportunities.json,YES
CyberPatriot,https://National Finals April,url,comprehensive-batch-opportunities.json,YES
National Youth Science Camp,https://July-August,url,comprehensive-batch-opportunities.json,YES
Smithsonian YAP,https://June-July,url,comprehensive-batch-opportunities.json,YES
USSYP,https://March (DC week),url,comprehensive-batch-opportunities.json,YES
Bank of America Leaders,https://8 weeks summer + July summit,url,comprehensive-batch-opportunities.json,YES
U.S. Senate Page,https://Summer/fall/spring sessions,url,comprehensive-batch-opportunities.json,YES
Princeton SJP,https://10 days summer + year-round,url,comprehensive-batch-opportunities.json,YES
YoungArts Awards,https://Jan finals,url,comprehensive-batch-opportunities.json,YES
Scholastic Awards,https://Carnegie Hall June,url,comprehensive-batch-opportunities.json,YES
Notre Dame Leadership,https://10 days July,url,comprehensive-batch-opportunities.json,YES
YYGS,https://2-week summer sessions,url,comprehensive-batch-opportunities.json,YES
ISSYP,https://July (2 weeks),url,comprehensive-batch-opportunities.json,YES
Shad Canada,https://$6,url,comprehensive-batch-opportunities.json,YES
Technion SciTech,https://July,url,comprehensive-batch-opportunities.json,YES
PROMYS,https://6 weeks summer,url,comprehensive-batch-opportunities.json,YES
Regeneron STS,https://Nov deadline,url,comprehensive-batch-opportunities.json,YES
Regeneron ISEF,https://May,url,comprehensive-batch-opportunities.json,YES
Academic Decathlon,https://Varies by region,url,comprehensive-batch-opportunities.json,YES
Odyssey of the Mind,https://~$135/school,url,comprehensive-batch-opportunities.json,YES
Summer Health Professions Education Program (SHPEP) - Columbia University,https://example.com/contact-for-details,url,comprehensive-batch-opportunities.json,YES
Davidson Fellows Scholarship Program,https://www.davidsongifted.org/fellow-program,url,comprehensive-expansion-batch.json,NO
Simons Foundation Math+X Investigator Program,https://www.simonsfoundation.org/mathematics-physical-sciences/,url,comprehensive-expansion-batch.json,NO
Coca-Cola Scholars Program,https://www.coca-colascholarsfoundation.org/,url,comprehensive-expansion-batch.json,NO
Jack Kent Cooke Foundation College Scholarship,https://www.jkcf.org/our-scholarships/college-scholarship-program/,url,comprehensive-expansion-batch.json,NO
Ronald Reagan Presidential Foundation Scholarship,https://www.reaganfoundation.org/education/scholarship-programs/,url,comprehensive-expansion-batch.json,NO
Horatio Alger Association Scholarship,https://scholars.horatioalger.org/,url,comprehensive-expansion-batch.json,NO
Dell Scholars Program,https://www.dellscholars.org/,url,comprehensive-expansion-batch.json,NO
AXA Achievement Scholarship,https://us.axa.com/axa-foundation/AXA-achievement-scholarship.html,url,comprehensive-expansion-batch.json,NO
Carson Scholars Fund,https://carsonscholars.org/scholarships/,url,comprehensive-expansion-batch.json,NO
Target All-Around Scholarship,https://corporate.target.com/corporate-responsibility/education/target-all-around-scholarship,url,comprehensive-expansion-batch.json,NO
Elks National Foundation Most Valuable Student Scholarship,https://www.elks.org/scholars/,url,comprehensive-expansion-batch.json,NO
Voice of Democracy Scholarship Contest,https://www.vfw.org/community/youth-and-education/youth-scholarships,url,comprehensive-expansion-batch.json,NO
Washington Youth Summit on the Environment (WYSE),https://nationalzoo.si.edu/conservation/wyse,url,comprehensive-new-opportunities-fixed.json,NO
Environmental Studies Summer Youth Institute (ESSYI),http://essyi.hws.edu/,url,comprehensive-new-opportunities-fixed.json,NO
Brown Environmental Leadership Lab (BELL),https://www.brown.edu/academics/pre-college/bell/,url,comprehensive-new-opportunities-fixed.json,NO
Stanford Young Investigators - Sustainability,https://sustainability.stanford.edu/admissions-education/k-12-outreach/young-investigators,url,comprehensive-new-opportunities-fixed.json,NO
NSLC Environmental Science & Sustainability,https://www.nslcleaders.org/youth-leadership-programs/environmental-science-sustainability/,url,comprehensive-new-opportunities-fixed.json,NO
Washington University Environmental Studies Institute,https://precollege.wustl.edu/environmental-studies-institute-summary,url,comprehensive-new-opportunities-fixed.json,NO
Sewanee Environmental Institute (SEI),https://new.sewanee.edu/academics/summer-in-sewanee/high-school-students/pre-college-field-studies-experience/,url,comprehensive-new-opportunities-fixed.json,NO
Project TRUE - Bronx Wildlife Research,https://www.fordham.edu/academics/programs/project-true/,url,comprehensive-new-opportunities-fixed.json,NO
Ladder Environmental Startup Internships,https://ladderinternships.com/,url,comprehensive-new-opportunities-fixed.json,NO
Westmoreland Sanctuary Ecology Internship,https://www.westmorelandsanctuary.org/,url,comprehensive-new-opportunities-fixed.json,NO
Maryland Green Schools Program Grants,https://www.maeoe.org/green-schools,url,comprehensive-new-opportunities-fixed.json,NO
USGBC California Green Schools Micro-grants,https://usgbc-ca.org/programs/green-schools/,url,comprehensive-new-opportunities-fixed.json,NO
NCAA Division I Athletic Scholarships,https://www.ncaa.org/sports/2021/2/10/recruiting-calendars-faq.aspx,url,comprehensive-new-opportunities-fixed.json,NO
NCAA Division II Athletic Scholarships,https://www.ncsasports.org/recruiting/how-to-get-recruited/scholarship-facts,url,comprehensive-new-opportunities-fixed.json,NO
NAIA Athletic Scholarships,https://www.playnaia.org/,url,comprehensive-new-opportunities-fixed.json,NO
NJCAA Athletic Scholarships,https://www.njcaa.org/,url,comprehensive-new-opportunities-fixed.json,NO
Bold.org Athletic Scholarships Collection,https://bold.org/scholarships/by-type/athletic/,url,comprehensive-new-opportunities-fixed.json,NO
NCAA Recruiting Exposure Camps,https://www.ncsasports.org/ncaa-eligibility-center/recruiting-rules/recruiting-calendar,url,comprehensive-new-opportunities-fixed.json,NO
High School All-American Recognition Programs,https://www.maxpreps.com/,url,comprehensive-new-opportunities-fixed.json,NO
State Athletic Association Scholarships,https://www.nfhs.org/,url,comprehensive-new-opportunities-fixed.json,NO
Olympic Development Programs (ODP),https://www.teamusa.org/,url,comprehensive-new-opportunities-fixed.json,NO
Professional Sports Youth Academies,https://www.mlb.com/youth-academies,url,comprehensive-new-opportunities-fixed.json,NO
IMG Academy Athletic Scholarships,https://www.imgacademy.com/,url,comprehensive-new-opportunities-fixed.json,NO
Women's Sports Foundation Scholarships,https://www.womenssportsfoundation.org/,url,comprehensive-new-opportunities-fixed.json,NO
YoungArts Program - Music Performance,https://www.youngarts.org/,url,comprehensive-new-opportunities-fixed.json,NO
Davidson Fellowship - Music,https://www.davidsongifted.org/fellowships/,url,comprehensive-new-opportunities-fixed.json,NO
Cooper International Competition,https://www.oberlin.edu/conservatory/cooper-international-competition,url,comprehensive-new-opportunities-fixed.json,NO
Spotlight Arts Program,https://www.spotlightarts.org/,url,comprehensive-new-opportunities-fixed.json,NO
Marine Band Concerto Competition,https://www.marineband.marines.mil/,url,comprehensive-new-opportunities-fixed.json,NO
Glenn Miller Award,http://glennmiller.org/,url,comprehensive-new-opportunities-fixed.json,NO
Sphinx Competition,https://www.sphinxmusic.org/,url,comprehensive-new-opportunities-fixed.json,NO
Mark Zinger Memorial Violin Scholarship,https://www.zingerviolin.com/,url,comprehensive-new-opportunities-fixed.json,NO
Curtis Institute Full-Ride Scholarships,https://www.curtis.edu/,url,comprehensive-new-opportunities-fixed.json,NO
Juilliard School Merit Scholarships,https://www.juilliard.edu/,url,comprehensive-new-opportunities-fixed.json,NO
Berklee Presidential Scholarship,https://www.berklee.edu/scholarships,url,comprehensive-new-opportunities-fixed.json,NO
San Francisco Conservatory Merit Scholarships,https://sfcm.edu/,url,comprehensive-new-opportunities-fixed.json,NO
New England Conservatory Scholarships,https://necmusic.edu/,url,comprehensive-new-opportunities-fixed.json,NO
National Federation of Music Clubs Scholarships,https://www.nfmc-music.org/,url,comprehensive-new-opportunities-fixed.json,NO
ASCAP Foundation Music Scholarships,https://www.ascapfoundation.org/,url,comprehensive-new-opportunities-fixed.json,NO
Children's Hospital Colorado - Summer Child Health Research Internship,https://www.childrenscolorado.org/,url,comprehensive-new-opportunities-fixed.json,NO
Johns Hopkins Medicine - Summer Internship Program (SIP),https://www.hopkinsmedicine.org/som/pathway/sip,url,comprehensive-new-opportunities-fixed.json,NO
Children's Hospital LA - High School Internship Program (HIP),https://www.chla.org/,url,comprehensive-new-opportunities-fixed.json,NO
Rady Children's Hospital San Diego - Summer Medical Academy,https://www.rchsd.org/,url,comprehensive-new-opportunities-fixed.json,NO
Stanford Medical Youth Science Program (SMYSP),https://med.stanford.edu/smysp.html,url,comprehensive-new-opportunities-fixed.json,NO
UCSF Summer Student Research Program,https://graduate.ucsf.edu/,url,comprehensive-new-opportunities-fixed.json,NO
Kaiser Permanente KP LAUNCH,https://healthy.kaiserpermanente.org/,url,comprehensive-new-opportunities-fixed.json,NO
Cedars-Sinai Medical Center INSPIRE,https://www.cedars-sinai.org/,url,comprehensive-new-opportunities-fixed.json,NO
Harvard Medical School - Project Success,https://hms.harvard.edu/,url,comprehensive-new-opportunities-fixed.json,NO
Penn Medicine Summer Program,https://www.pennmedicine.org/,url,comprehensive-new-opportunities-fixed.json,NO
Massachusetts General Hospital - Youth Scholars Program,https://www.massgeneral.org/,url,comprehensive-new-opportunities-fixed.json,NO
Mayo Clinic Career Immersion Program (Minnesota),https://college.mayo.edu/academics/health-sciences-education/career-immersion-program-minnesota/,url,comprehensive-new-opportunities-fixed.json,NO
Mayo Clinic CARES (Arizona),https://college.mayo.edu/academics/diversity-and-inclusion/programs/mayo-clinic-cares/,url,comprehensive-new-opportunities-fixed.json,NO
Mayo Clinic High School Volunteers,https://www.mayoclinic.org/about-mayo-clinic/volunteers/minnesota/how-to-apply/high-school-volunteers,url,comprehensive-new-opportunities-fixed.json,NO
UCLA Health Volunteen Summer Program,https://www.uclahealth.org/,url,comprehensive-new-opportunities-fixed.json,NO
Wake Forest Baptist Medical Center Summer Program,https://www.wakehealth.edu/,url,comprehensive-new-opportunities-fixed.json,NO
Medical Immersion Summer Academy (MISA) - Oakland,https://misaprogram.com/,url,comprehensive-new-opportunities-fixed.json,NO
Camp Cardiac and Camp Neuro,https://www.campcardiac.com/,url,comprehensive-new-opportunities-fixed.json,NO
NIH/NHLBI Summer Internship,https://www.nhlbi.nih.gov/,url,comprehensive-new-opportunities-fixed.json,NO
IVHQ High School Volunteer Abroad Programs,https://www.volunteerhq.org/high-school-volunteer-abroad/,url,comprehensive-new-opportunities-fixed.json,NO
Projects Abroad High School Specials,https://www.projects-abroad.org/trip-format/high-school-specials/,url,comprehensive-new-opportunities-fixed.json,NO
Volunteering Solutions International Programs,https://www.volunteeringsolutions.com/high-school-volunteer-abroad-programs,url,comprehensive-new-opportunities-fixed.json,NO
Global Volunteers Service-Learning Programs,https://globalvolunteers.org/high-school-volunteer-abroad-programs/,url,comprehensive-new-opportunities-fixed.json,NO
Thailand Marine Conservation Program,https://www.gooverseas.com/high-school-abroad/volunteer-abroad,url,comprehensive-new-opportunities-fixed.json,NO
Costa Rica Wildlife Conservation & Teaching,https://www.goabroad.com/articles/highschool-study-abroad/teenage-volunteer-summer-programs-abroad,url,comprehensive-new-opportunities-fixed.json,NO
Nepal Community Development Program,https://www.volunteerworld.com/en/volunteer-abroad/high-school-volunteering,url,comprehensive-new-opportunities-fixed.json,NO
Tanzania Healthcare & Education Program,https://www.volunteerforever.com/article_post/teen-high-school-volunteer-abroad-programs-under-18-mission-tr/,url,comprehensive-new-opportunities-fixed.json,NO
Peru Cultural Immersion & Community Service,https://blog.fundmytravel.com/2025/01/28/cheap-volunteer-abroad-programs-for-high-school-students/,url,comprehensive-new-opportunities-fixed.json,NO
European Youth Portal Volunteer Opportunities,https://youth.europa.eu/go-abroad/volunteering/opportunities_en,url,comprehensive-new-opportunities-fixed.json,NO
Vietnam Teaching & Community Development,https://www.volunteerhq.org/blog/teen-volunteer-abroad-programs/,url,comprehensive-new-opportunities-fixed.json,NO
Ghana Community Development & Education,https://www.gooverseas.com/blog/summer-volunteer-programs,url,comprehensive-new-opportunities-fixed.json,NO
Loop Abroad Veterinary Programs,https://www.loopabroad.com/,url,comprehensive-new-opportunities-fixed.json,NO
"Columbia University Summer Pre-College Information Sessions with,",https://precollege.sps.columbia.edu/events,link,extracted_new_stuyvesant_opportunities.json,NO
"Event Approaching: ,",https://www.cooperhewitt.org/teen-,link,extracted_new_stuyvesant_opportunities.json,NO
"Unlimited Mix-n-Mingle for Teens & Tweens at MoMath ,",https://www.google.com/search?q=Unlimited%20Mix-n-Mingle%20for%20Teens%20%26%20Tweens%20at%20MoMath%20%2C,link,extracted_new_stuyvesant_opportunities.json,NO
Pizza and a Movie Night (PAAM),https://teens.artsconnection.org/paam/,link,extracted_new_stuyvesant_opportunities.json,NO
"Georgetown University Hoya Summer Program ,",https://summer.georgetown.edu/,link,extracted_new_stuyvesant_opportunities.json,NO
"Stanford Summer Humanities Institute ,",https://summerhumanities.spcs.stanford.edu/utm_source=teenlife&utm_medium=emai,link,extracted_new_stuyvesant_opportunities.json,NO
Pre-College Programs at Barnard College,https://precollege.barnard.edu/,link,extracted_new_stuyvesant_opportunities.json,NO
"Fashion Institute of Technology Spring Precollege Programs ,",https://www.fitnyc.edu/academics/precollege/classes/index.php,link,extracted_new_stuyvesant_opportunities.json,NO
"Tufts University Summer Pre-college Programs ,",https://universitycollege.tufts.edu/high-school,link,extracted_new_stuyvesant_opportunities.json,NO
Cornell University Pre-College Program,https://sce.cornell.edu/precollege/admission?utm_campaign=pc&utm_content=apps-,link,extracted_new_stuyvesant_opportunities.json,NO
Information Session Approaching:,https://atlasfellows.org/,link,extracted_new_stuyvesant_opportunities.json,NO
"First Event Approaching: ,",https://docs.google.com/forms/d/e/1FAIpQLSe1ZZOJdfdVAwjNl98r06ughwaMcwdu,link,extracted_new_stuyvesant_opportunities.json,NO
"Career & College Readiness Programs at the Greenpoint YMCA ,",https://drive.google.com/file/d/1Hhq167D599BqAvsC1j-,link,extracted_new_stuyvesant_opportunities.json,NO
"Futures and Options Career Essentials Program ,",https://futuresandoptions.org/career-essentials-application/,link,extracted_new_stuyvesant_opportunities.json,NO
"KACE Grassroots Internship Program ,",https://kace.org/internship,link,extracted_new_stuyvesant_opportunities.json,NO
"Freedom to Read Teen Ambassadors ,",https://www.bklynlibrary.org/support/volunteer/freedom-read-teen,link,extracted_new_stuyvesant_opportunities.json,NO
Japan Society Junior Fellows Leadership Program,https://japansociety.org/teacher-k-12/junior-fellows/,link,extracted_new_stuyvesant_opportunities.json,NO
#USvsHATE Anti-Hate Messaging Contest,https://usvshate.org/?utm_source=Writopia+Lab&utm_campaign=2a7bc94553-,link,extracted_new_stuyvesant_opportunities.json,NO
"AFS-USA Study Abroad Programs ,",https://www.afsusa.org/study-abroad/,link,extracted_new_stuyvesant_opportunities.json,NO
"BRIC Youth Curatorial Fellowship Teen Art Exhibition ,",https://bricartsmedia.org/art-artists/opportunity/bric-youth-curatorial-fellowship-2025/,link,extracted_new_stuyvesant_opportunities.json,NO
"The Christophers High School Poster Contest ,",https://www.christophers.org/highschoolpostercontest,link,extracted_new_stuyvesant_opportunities.json,NO
Wildlife Conservation Society (WCS) Discovery Guide Program,https://bronxzoo.com/volunteering/discovery-guide-volunteer-program,link,extracted_new_stuyvesant_opportunities.json,NO
Wave Hill Youth Internships:Summer & Full Year,https://www.wavehill.org/education/youth-internships,link,extracted_new_stuyvesant_opportunities.json,NO
"The Columbia Climate School in the,",https://www.climate.columbia.edu/green-mountains,link,extracted_new_stuyvesant_opportunities.json,NO
"Inspiring Girls* Summer Expeditions ,,,,,,,,,",https://www.inspiringgirls.org/,link,extracted_new_stuyvesant_opportunities.json,NO
Anson L. Clark Scholars Program,https://www.depts.ttu.edu/honors/academicsandenrichment/affiliatedandhighschool/cl,link,extracted_new_stuyvesant_opportunities.json,NO
NYU Tandon ARISE Summer STEM Program,https://engineering.nyu.edu/academics/programs/k12-stem-education/arise,link,extracted_new_stuyvesant_opportunities.json,NO
Events Approaching: Digital Girl Computer Science Classes,https://docs.google.com/forms/d/e/1FAIpQLSc9ANDXK3OLmX8LK6fo_MccbWXx,link,extracted_new_stuyvesant_opportunities.json,NO
NASA Power to Explore Radioisotope Power Systems Challenge,https://www.futureengineers.org/powertoexplore,link,extracted_new_stuyvesant_opportunities.json,NO
Unlimited Mix-n-Mingle for Teens & Tweens at MoMath,https://www.google.com/search?q=Unlimited%20Mix-n-Mingle%20for%20Teens%20%26%20Tweens%20at%20MoMath,link,extracted_new_stuyvesant_opportunities.json,NO
SUMaC (Stanford University Mathematics Camps),https://sumac.spcs.stanford.edu/,link,extracted_new_stuyvesant_opportunities.json,NO
Cornell University Engineering Catalyst Academy,https://outreachacademies.engineering.cornell.edu/,link,extracted_new_stuyvesant_opportunities.json,NO
STEP-UP Summer Biomedical Research Opportunity,https://www.niddk.nih.gov/research-funding/research-programs/diversity-,link,extracted_new_stuyvesant_opportunities.json,NO
